인덱스,공모전명,기업명,기업형태,시상규모,공모분야,참여대상,접수기간,활동혜택
82007,2022 문화도시 홍성 유튜브 공모전,"충청남도, 홍성군 / 홍성군 문화특화사업단",공공기관/공기업,1400만 원,사진/영상/UCC,대상 제한 없음,22.7.25 ~ 22.7.29,기타
82010,2022 문화도시 홍성 디카시 공모전,"충청남도, 홍성군 / 홍성군 문화특화사업단",비영리단체/협회/재단,1000만 원,사진/영상/UCC,대상 제한 없음,22.7.25 ~ 22.7.29,기타
82012,2022 제천한방바이오박람회 아이디어 공모전,제천시 / 제천한방바이오진흥재단,공공기관/공기업,130만 원,기획/아이디어,대상 제한 없음,22.3.17 ~ 22.4.15,기타
82014,제14회 전국 세대공감 사랑과 효 공모전,"과천시, 사단법인 한국효문화센터",공공기관/공기업,-,디자인/순수미술/공예,청소년,22.4.1 ~ 22.5.16,기타
82015,제8회 해양안전 포스터 디자인 공모전,해양경찰청,공공기관/공기업,700만 원,디자인/순수미술/공예,대상 제한 없음,22.3.17 ~ 22.5.2,기타
82017,극단산 2022 중장기 프로젝트 극작가 모집,극단산,중소기업,-,문학/시나리오,직장인/일반인,22.3.8 ~ 22.3.28,기타
82061,[데이콘 베이직 12] 전복 나이 예측 경진대회,데이콘,기타,-,과학/공학,대상 제한 없음,22.3.21 ~ 22.4.1,기타
82068,제 2회 동성로스파크 사진 콘테스트,(주)도원투자개발,중소기업,300만 원,사진/영상/UCC,대상 제한 없음,22.1.17 ~ 22.4.20,기타
82096,[추천 공모전] AMAXG BIZA DApp (아멕스지 비자 디앱) 개발공모전 (~4/30),공모전사무국,기타,-,기획/아이디어,대상 제한 없음,22.3.18 ~ 22.4.30,기타
82108,2022년 슬기로운 소비생활 크리에이터 공모전,(사)한국소비자교육지원센터,비영리단체/협회/재단,1000만 원,사진/영상/UCC,대학생,22.5.16 ~ 22.5.29,"실제상용화, 상장 수여"
82141,제2회 생명사랑 자살예방을 위한 로고송 공모전(트로트 부문),전라남도광역정신건강복지센터,공공기관/공기업,250만 원,예체능/패션,대상 제한 없음,22.3.21 ~ 22.5.31,상장 수여
82150,글램 30초 영상 콘테스트 [ 쇼미더뽐 ],큐피스트 글램,중소기업,2500만 원,사진/영상/UCC,"대학생, 직장인/일반인",22.3.21 ~ 22.5.22,"입사시 가산점, 상장 수여"
82151,제8회 해양안전 포스터 디자인 공모전,해양경찰청,공공기관/공기업,700만 원,기획/아이디어,대상 제한 없음,22.3.17 ~ 22.5.2,"실제상용화, 상장 수여"
82159,경상북도 유튜브 보이소 TV 공모전,(주)클콩,중소기업,2850만 원,사진/영상/UCC,대상 제한 없음,22.3.21 ~ 22.4.20,기타
82161,2022 RC-CAR 메이커 경진대회 (참가비 있음),(주)한국우주기술개발산업 / 인제대학교 드림팩토리,중소기업,15만 원,과학/공학,대상 제한 없음,22.3.16 ~ 22.4.1,상장 수여
82163,제18회 부산도시농업박람회 전국 초등학생 도시농업 사생대회,"부산광역시 / 부산도시농업박람회추진위원회, KNN",공공기관/공기업,-,디자인/순수미술/공예,청소년,22.3.21 ~ 22.4.8,상장 수여
82164,공연 무단 촬영·녹음·배포 근절 캠페인 슬로건 공모전,한국뮤지컬협회,비영리단체/협회/재단,-,네이밍/슬로건,대상 제한 없음,22.3.18 ~ 22.3.30,기타
82166,2022 제3회 안심도로 공모전,"국토교통부, 행정안전부, 경찰청 / 한국도로협회",비영리단체/협회/재단,1900만 원,기획/아이디어,대상 제한 없음,22.3.17 ~ 22.5.5,기타
82168,2022 완주 소셜굿즈 협업 아이디어 공모전,완주소셜굿즈센터 / 완주군,공공기관/공기업,225만 원,기획/아이디어,대상 제한 없음,22.3.16 ~ 22.4.29,기타
82169,제2회 생명사랑 자살예방을 위한 로고송 공모전 (트로트 부문),전라남도광역정신건강복지센터,공공기관/공기업,250만 원,디자인/순수미술/공예,대상 제한 없음,22.3.21 ~ 22.5.13,기타
82170,컨텍 크리에이티브 이름 짓기 공모전,㈜컨텍,중소기업,-,기획/아이디어,대상 제한 없음,22.3.14 ~ 22.4.12,기타
82179,2022년도 제19회 화학탐구프런티어페스티벌,"산업통상자원부, 금호석유화학, LOTTE CHEMICAL, SK지오센트릭, LG화학 / 한",비영리단체/협회/재단,1600만 원,전시/페스티벌,청소년,22.4.1 ~ 22.4.29,상장 수여
82234,[한국장학재단] 청년고용정책 통합 홍보 BI 공모전,고용노동부,공공기관/공기업,240만 원,디자인/순수미술/공예,대상 제한 없음,22.3.21 ~ 22.4.15,상장 수여
82238,2022 대한민국 헌혈공모전,대한적십자사 혈액관리본부,비영리단체/협회/재단,2030만 원,사진/영상/UCC,대상 제한 없음,22.3.21 ~ 22.4.29,상장 수여
82256,[추천 공모전] 제19기 특허청 청소년 발명기자단 모집 (~4/8),[추천 공모전] 제15기 통일부 유니콘 기자단 모집 (~4/4),비영리단체/협회/재단,-,기획/아이디어,청소년,22.3.21 ~ 22.4.8,기타
82274,2022 인천관광 스타트업 공모(~4/15),공모전사무국,기타,-,창업,직장인/일반인,22.3.18 ~ 22.4.15,기타
82306,"[코이카 이노포트] 개발도상국 진출 역량강화 프로그램, INNO-Lab B 참가자 모집",코이카 이노포트,비영리단체/협회/재단,800만 원,창업,"대학생, 직장인/일반인",22.3.21 ~ 22.4.11,기타
82319,미디어그룹더원 2022 제 2회 봄 (Spring) 사진공모전,뉴스더원,중소기업,1000만 원,사진/영상/UCC,대상 제한 없음,22.4.1 ~ 22.5.10,"기타, 상장 수여"
82322,한국해양진흥공사 대학생 기자단 네이밍 공모전,한국해양진흥공사,공공기관/공기업,80만 원,기획/아이디어,대상 제한 없음,22.3.21 ~ 22.4.4,기타
82363,2022 롯데장학재단과 함께하는 제 7회 청춘열전 출사표 장학생 및 경연 참가자 모집,"롯데장학재단, (사)노름마치예술단",비영리단체/협회/재단,1억 2000만 원,디자인/순수미술/공예,대상 제한 없음,22.2.18 ~ 22.4.10,기타
82364,제1회 장노출 전국 사진대전,한국예총 충청북도 연합회 증평지회,비영리단체/협회/재단,200만 원,사진/영상/UCC,대상 제한 없음,22.3.1 ~ 22.5.31,기타
82365,2022 오디오 드라마 극본 공모,바운드엔터테인먼트,중소기업,1억 원,문학/시나리오,대상 제한 없음,22.4.11 ~ 22.4.29,기타
82366,호반프라퍼티 H다이닝 2기 공모전,호반프라퍼티,중소기업,1000만 원,창업,"대학생, 직장인/일반인",22.2.28 ~ 22.4.22,기타
82368,2022 박인환상 학술부문 공모전,박인환상운영위원회,비영리단체/협회/재단,1000만 원,문학/시나리오,대상 제한 없음,22.7.1 ~ 22.7.8,기타
82370,2022 실력있는 뮤지션 발굴 콘테스트 (제5회 올스타 뮤지션 페스티벌),한국음악실연자연합회 / 서울팝스오케스트라,비영리단체/협회/재단,1210만 원,디자인/순수미술/공예,대상 제한 없음,22.2.16 ~ 22.4.1,기타
82372,한우리장애인주간보호센터 CI 디자인 공모전,한우리장애인주간보호센터,비영리단체/협회/재단,20만 원,디자인/순수미술/공예,대상 제한 없음,22.3.2 ~ 22.3.29,기타
82374,대수니 3기 모집,DNX,중소기업,250만 원,기타,대상 제한 없음,22.3.2 ~ 22.3.31,기타
82401,제20회 부산 우수 발명인 포상 모집 공고,한국발명진흥회 부산지부,공공기관/공기업,-,과학/공학,대상 제한 없음,22.3.7 ~ 22.5.31,상장 수여
82425,2022 경남관광박람회 경남관광명소사진전,(주)케이앤씨,기타,190만 원,사진/영상/UCC,직장인/일반인,22.3.21 ~ 22.6.6,"기타, 상장 수여"
82443,2022 교보교육대상 수상후보자 누구나 추천 이벤트,교보교육재단,비영리단체/협회/재단,1억 2000만 원,기획/아이디어,대상 제한 없음,22.3.10 ~ 22.4.30,기타
82445,'2022년 세상에 임팩트를 더하자! UP!' 액셀러레이팅 참여기업 모집,재단법인 홍합밸리,비영리단체/협회/재단,3억 원,창업,대상 제한 없음,22.3.22 ~ 22.4.29,기타
82456,"속초의 기억 수집 프로젝트 제2탄 「그 시절, 우리가 사랑했던 속초」 추억담은 사진 공모전",속초문화재단,비영리단체/협회/재단,600만 원,사진/영상/UCC,대상 제한 없음,22.3.17 ~ 22.4.15,기타
82462,커플들 모여모여! [제 1회 베스트 커플 대회],아트닝,중소기업,110만 원,사진/영상/UCC,대상 제한 없음,22.3.22 ~ 22.4.11,기타
82465,[서대문구청 사회적 경제과] 2022년 서대문구 청년도전 프로젝트 모집공고,서대문구청,공공기관/공기업,500만 원,기획/아이디어,"대학생, 직장인/일반인",22.3.14 ~ 22.3.27,기타
82469,이데일리와 함께하는 제6회 캠핑요리축제,이데일리,기타,2000만 원,전시/페스티벌,대상 제한 없음,22.3.10 ~ 22.3.31,기타
82473,"제2회 서울Book&Contents Fair(SBCF)작품공모 및 크라우드펀딩(3,4월)",인스타페이,비영리단체/협회/재단,500만 원,문학/시나리오,"청소년, 대학생",22.3.22 ~ 22.4.30,"실제상용화, 상장 수여"
82486,2022 지식재산 정보 활용 창업 경진대회 모집 공고(~5. 9),한국특허정보원,공공기관/공기업,1700만 원,기획/아이디어,대상 제한 없음,22.3.14 ~ 22.5.9,기타
82503,스트롱홀드 포토그래피 어워드,스트롱홀드 테크놀로지,중소기업,210만 원,사진/영상/UCC,대상 제한 없음,22.2.23 ~ 22.3.25,기타
82506,제4회 해운대 관광 사진 공모전,해운대구,공공기관/공기업,500만 원,사진/영상/UCC,대상 제한 없음,22.8.16 ~ 22.8.31,기타
82508,2022 한류 K문화 영상 콘텐츠 공모전,"STB상생방송 / 한류문화홍보단 [케이랑(K-RANG)], YN컴퍼니",중소기업,3000만 원,사진/영상/UCC,대상 제한 없음,22.3.1 ~ 22.4.10,기타
82509,상상속 백제 간편음식 UCC공모전 및 요리대회,충남 공주시/공주시백제선양위원회 / (사)한국음식문화진흥연구원,비영리단체/협회/재단,450만 원,사진/영상/UCC,대상 제한 없음,22.3.21 ~ 22.4.15,기타
82511,2022 한국식물화가협회 Botanical Art 공모전 초등부,한국식물화가협회 / 파버카스텔,비영리단체/협회/재단,-,디자인/순수미술/공예,청소년,22.4.4 ~ 22.4.5,기타
82513,2022 서울여자간호대학교 캠퍼스타운 사업 SWCN 헬스 케어 창업경진대회,서울여자간호대학교 캠퍼스타운사업단,비영리단체/협회/재단,900만 원,창업,"대학생, 직장인/일반인",22.3.14 ~ 22.4.15,기타
82515,수원여성노동자복지센터 2022 육아휴직 수기 공모전 '우리는 육아휴직 중',수원시여성노동자복지센터,비영리단체/협회/재단,-,문학/시나리오,대상 제한 없음,22.3.2 ~ 22.4.15,기타
82516,제2회 은평문화관광 플랫폼 사진 공모전,은평구,공공기관/공기업,500만 원,사진/영상/UCC,대상 제한 없음,22.3.22 ~ 22.5.20,기타
82552,2022년 ICT멘토링 프로젝트 참여대학생 모집,과학기술정보통신부,비영리단체/협회/재단,500만 원,과학/공학,"대학생, 직장인/일반인",22.2.1 ~ 22.3.31,"해외연수, 전시기회, 상장 수여"
82554,[마감 임박] 제2회 넥서스 경장편 작가상 공모전,(주)넥서스,중소기업,5000만 원,문학/시나리오,대상 제한 없음,22.1.1 ~ 22.3.31,"실제상용화, 기타"
82563,KB DREAM WE CAN! 인재양성 프로그램 참가자 모집,사피엔스4.0,비영리단체/협회/재단,500만 원,기타,"청소년, 대학생",22.3.21 ~ 22.4.17,기타
82566,제20회 푸른인천 글쓰기대회,(주)경인일보,공공기관/공기업,5만 원,문학/시나리오,청소년,22.4.4 ~ 22.4.22,기타
82567,2022년 독립기념관 ‘내가 찍은 봄’ 사진공모전,독립기념관,비영리단체/협회/재단,180만 원,사진/영상/UCC,대상 제한 없음,22.3.23 ~ 22.5.31,상장 수여
82579,제5회 노인 인권 사진공모전 「노을빛 : 노인의 오늘을 빛내는 시간」,전라남도 서부노인보호전문기관,비영리단체/협회/재단,100만 원,사진/영상/UCC,대상 제한 없음,22.3.14 ~ 22.5.20,기타
82581,2022 장애인의 날 기념 승가원 걷기 마라톤 대회,사회복지법인 승가원,비영리단체/협회/재단,10만 원,기타,대상 제한 없음,22.3.8 ~ 22.4.5,기타
82590,제 2회 나디오 청후감 대회 (감상평과 목소리),이어가다,중소기업,100만 원,문학/시나리오,대상 제한 없음,22.3.23 ~ 22.4.10,기타
82623,(주)카페봄봄 대학생 캐릭터 공모전,(주)카페봄봄,중소기업,150만 원,캐릭터/만화/게임,대학생,22.3.28 ~ 22.4.18,기타
82626,러브 어페어 팬아트 챌린지,네이버 시리즈,대기업,400만 원,디자인/순수미술/공예,대상 제한 없음,22.3.28 ~ 22.4.17,기타
82627,2022 지식재산 정보 활용 창업 경진대회,특허청 / 한국특허정보원,공공기관/공기업,1700만 원,창업,대상 제한 없음,22.3.14 ~ 22.5.9,기타
82629,2022 SF 오디오 스토리 어워즈,"다산북스, 밀리의 서재",중견기업,2000만 원,문학/시나리오,대상 제한 없음,22.3.3 ~ 22.5.30,기타
82631,제27회 한겨레문학상 공모,한겨레신문사,중견기업,-,문학/시나리오,대상 제한 없음,22.3.6 ~ 22.3.31,기타
82632,제10회 담양 송순문학상 작품 공모,담양군,공공기관/공기업,3000만 원,문학/시나리오,대상 제한 없음,22.3.2 ~ 22.8.31,기타
82633,제15회 강원문학교육 신인문학상 공모,강원문학교육연구회,비영리단체/협회/재단,-,문학/시나리오,직장인/일반인,22.3.1 ~ 22.4.20,상장 수여
82634,제41회 강원문학상,강원도문인협회,비영리단체/협회/재단,500만 원,문학/시나리오,"대학생, 직장인/일반인",22.7.1 ~ 22.7.31,기타
82660,[문화예술공모] 2022년 서울시청 시민청 <시민청예술가> 모집 : 4. 8.(금) 18시 마감,시민청,공공기관/공기업,-,예체능/패션,대상 제한 없음,22.3.21 ~ 22.4.8,기타
82661,"[교육부, 교육청] 학교 교육활동 침해 예방 UCC 공모전",한국교육개발원,공공기관/공기업,260만 원,사진/영상/UCC,청소년,22.4.18 ~ 22.4.29,상장 수여
82705,[휴먼아시아] 2022년 휴먼아시아 대학(원)생 인권논문 공모전 (~8/15),휴먼아시아,비영리단체/협회/재단,500만 원,학술,대학생,22.3.24 ~ 22.8.15,상장 수여
82709,교통안전송 UCC 공모전,비에이비,공공기관/공기업,1000만 원,사진/영상/UCC,대상 제한 없음,22.5.2 ~ 22.5.16,상장 수여
82723,2022년 임상시험 인식개선 콘텐츠 공모전,국가임상시험지원재단,공공기관/공기업,1500만 원,사진/영상/UCC,대상 제한 없음,22.3.28 ~ 22.5.8,"실제상용화, 상장 수여"
82724,제22회 대한민국청소년영화제 출품공모,사단법인 국제청소년영상예술진흥원,비영리단체/협회/재단,2100만 원,사진/영상/UCC,"청소년, 대학생",22.6.1 ~ 22.6.15,"기타, 상장 수여"
82773,2022년도 상반기 주택금융연구 논문 공모,한국주택금융공사,공공기관/공기업,-,학술,"대학생, 직장인/일반인",22.3.4 ~ 22.5.6,기타
82774,제34회 춘천인형극제 참가작 공모,재단법인춘천인형극제,중소기업,1800만 원,디자인/순수미술/공예,대상 제한 없음,22.3.8 ~ 22.4.3,기타
82775,2022 광주자치경찰 브랜딩 공모전,광주광역시,공공기관/공기업,930만 원,디자인/순수미술/공예,대상 제한 없음,22.3.2 ~ 22.4.29,기타
